Year of Date,Month of Date,Measure Names,Site,Measure Values
2018,August,Average NO3 (ppm),Site 02,0.003333333
2018,July,Average NO3 (ppm),Site 02,0.003333333
2018,June,Average NO3 (ppm),Site 02,0.026666667
2018,April,Average NO3 (ppm),Site 02,0.006666667
2018,November,Average NO3 (ppm),Site 01,0
2018,October,Average NO3 (ppm),Site 01,0
2018,September,Average NO3 (ppm),Site 01,0.003333333
2018,August,Average NO3 (ppm),Site 01,0
2018,July,Average NO3 (ppm),Site 01,0.023333333
2018,June,Average NO3 (ppm),Site 01,0
2018,November,Average NO3 (ppm),Oregon Creek: Reference Site,0.023333333
2018,June,Average NO3 (ppm),Oregon Creek: Reference Site,0
2018,October,Average NO3 (ppm),Dry Creek Reference Site,0.02
2018,June,Average NO3 (ppm),Dry Creek Reference Site,0.016666667
2018,December,Average PO4 (ppm),Site 18 LWW Weir,0.046666667
2018,November,Average PO4 (ppm),Site 18 LWW Weir,0.026666667
2018,September,Average PO4 (ppm),Site 18 LWW Weir,0
2018,August,Average PO4 (ppm),Site 18 LWW Weir,0.033333333
2018,July,Average PO4 (ppm),Site 18 LWW Weir,0.016666667
2018,May,Average PO4 (ppm),Site 18 LWW Weir,0.013333333
2018,March,Average PO4 (ppm),Site 18 LWW Weir,0.006666667
2018,February,Average PO4 (ppm),Site 18 LWW Weir,0.04
2018,January,Average PO4 (ppm),Site 18 LWW Weir,0.093333333
2018,December,Average PO4 (ppm),Site 17,0.08
2018,November,Average PO4 (ppm),Site 17,0.003333333
2018,October,Average PO4 (ppm),Site 17,0.086666667
2018,September,Average PO4 (ppm),Site 17,0.036666667
2018,August,Average PO4 (ppm),Site 17,0.02
2018,July,Average PO4 (ppm),Site 17,0.05
2018,June,Average PO4 (ppm),Site 17,0.033333333
2018,May,Average PO4 (ppm),Site 17,0.02
2018,April,Average PO4 (ppm),Site 17,0.003333333
2018,March,Average PO4 (ppm),Site 17,0.026666667
2018,February,Average PO4 (ppm),Site 17,0.006666667
2018,January,Average PO4 (ppm),Site 17,0
2018,December,Average PO4 (ppm),Site 16,0.02
2018,November,Average PO4 (ppm),Site 16,0.013333333
2018,October,Average PO4 (ppm),Site 16,0.006666667
2018,September,Average PO4 (ppm),Site 16,0.016666667
2018,August,Average PO4 (ppm),Site 16,0.096666667
2018,July,Average PO4 (ppm),Site 16,0.023333333
2018,June,Average PO4 (ppm),Site 16,0.06
2018,February,Average PO4 (ppm),Site 16,0.026666667
2018,December,Average PO4 (ppm),Site 15,0.036666667
2018,November,Average PO4 (ppm),Site 15,0.03
2018,October,Average PO4 (ppm),Site 15,0.006666667
2018,September,Average PO4 (ppm),Site 15,0.023333333
2018,August,Average PO4 (ppm),Site 15,0.06
2018,July,Average PO4 (ppm),Site 15,0.063333333
2018,June,Average PO4 (ppm),Site 15,0.026666667
2018,April,Average PO4 (ppm),Site 15,0.063333333
2018,February,Average PO4 (ppm),Site 15,0.043333333
2018,February,Average PO4 (ppm),Site 14,0.076666667
2018,December,Average PO4 (ppm),Site 13,0
2018,November,Average PO4 (ppm),Site 13,0.076666667
2018,October,Average PO4 (ppm),Site 13,0.063333333
2018,September,Average PO4 (ppm),Site 13,0.04
2018,August,Average PO4 (ppm),Site 13,0.02
2018,July,Average PO4 (ppm),Site 13,0.043333333
2018,June,Average PO4 (ppm),Site 13,0.013333333
2018,May,Average PO4 (ppm),Site 13,0.003333333
2018,April,Average PO4 (ppm),Site 13,0.01
2018,March,Average PO4 (ppm),Site 13,0.046666667
2018,February,Average PO4 (ppm),Site 13,0.016666667
2018,January,Average PO4 (ppm),Site 13,0.006666667
2018,December,Average PO4 (ppm),Site 12,0.016666667
2018,November,Average PO4 (ppm),Site 12,0.036666667
2018,October,Average PO4 (ppm),Site 12,0.09
2018,September,Average PO4 (ppm),Site 12,0.01
2018,August,Average PO4 (ppm),Site 12,0.06
2018,July,Average PO4 (ppm),Site 12,0.053333333
2018,June,Average PO4 (ppm),Site 12,0.04
2018,May,Average PO4 (ppm),Site 12,0.01
2018,April,Average PO4 (ppm),Site 12,0.01
2018,March,Average PO4 (ppm),Site 12,0.06
2018,February,Average PO4 (ppm),Site 12,0
2018,January,Average PO4 (ppm),Site 12,0.003333333
2018,December,Average PO4 (ppm),Site 11,0.013333333
2018,November,Average PO4 (ppm),Site 11,0.04
2018,October,Average PO4 (ppm),Site 11,0.06
2018,September,Average PO4 (ppm),Site 11,0.08
2018,August,Average PO4 (ppm),Site 11,0.033333333
2018,July,Average PO4 (ppm),Site 11,0.073333333
2018,June,Average PO4 (ppm),Site 11,0.026666667
2018,May,Average PO4 (ppm),Site 11,0.01
2018,April,Average PO4 (ppm),Site 11,0.016666667
2018,March,Average PO4 (ppm),Site 11,0.05
2018,February,Average PO4 (ppm),Site 11,0
2018,January,Average PO4 (ppm),Site 11,0
2018,December,Average PO4 (ppm),Site 10,1.213333334
2018,November,Average PO4 (ppm),Site 10,2.406666667
2018,September,Average PO4 (ppm),Site 10,2.17
2018,August,Average PO4 (ppm),Site 10,2.006666667
2018,July,Average PO4 (ppm),Site 10,2.326666667
2018,June,Average PO4 (ppm),Site 10,0.64
2018,April,Average PO4 (ppm),Site 10,0.026666667
2018,March,Average PO4 (ppm),Site 10,0
2018,February,Average PO4 (ppm),Site 10,0.096666667
2018,December,Average PO4 (ppm),Site 09,0
2018,November,Average PO4 (ppm),Site 09,4.1
2018,October,Average PO4 (ppm),Site 09,0.173333333
2018,September,Average PO4 (ppm),Site 09,3.233333333
2018,August,Average PO4 (ppm),Site 09,2.963333333
2018,July,Average PO4 (ppm),Site 09,2.183333333
2018,June,Average PO4 (ppm),Site 09,0.05
2018,April,Average PO4 (ppm),Site 09,0.01
2018,February,Average PO4 (ppm),Site 09,0.12
2018,December,Average PO4 (ppm),Site 08,2.206666667
2018,November,Average PO4 (ppm),Site 08,4.606666667
2018,October,Average PO4 (ppm),Site 08,0.423333333
2018,September,Average PO4 (ppm),Site 08,3.72
2018,August,Average PO4 (ppm),Site 08,4.76
2018,July,Average PO4 (ppm),Site 08,2.756666667
2018,June,Average PO4 (ppm),Site 08,3.9
2018,April,Average PO4 (ppm),Site 08,0.03
2018,February,Average PO4 (ppm),Site 08,0.086666667
2018,December,Average PO4 (ppm),Site 07,2.096666667
2018,November,Average PO4 (ppm),Site 07,0.106666667
2018,September,Average PO4 (ppm),Site 07,12.4
2018,August,Average PO4 (ppm),Site 07,9.933333333
2018,July,Average PO4 (ppm),Site 07,0.036666667
2018,June,Average PO4 (ppm),Site 07,1.04
2018,May,Average PO4 (ppm),Site 07,0.036666667
2018,April,Average PO4 (ppm),Site 07,0.013333333
2018,March,Average PO4 (ppm),Site 07,0.053333333
2018,February,Average PO4 (ppm),Site 07,0.18
2018,January,Average PO4 (ppm),Site 07,0.063333333
2018,December,Average PO4 (ppm),Site 06,0.033333333
2018,November,Average PO4 (ppm),Site 06,0.013333333
2018,September,Average PO4 (ppm),Site 06,0.09
2018,August,Average PO4 (ppm),Site 06,0.016666667
2018,July,Average PO4 (ppm),Site 06,0.023333333
2018,June,Average PO4 (ppm),Site 06,0
2018,April,Average PO4 (ppm),Site 06,0.036666667
2018,February,Average PO4 (ppm),Site 06,0
2018,December,Average PO4 (ppm),Site 05,0.056666667
2018,November,Average PO4 (ppm),Site 05,0.04
2018,October,Average PO4 (ppm),Site 05,0.12
2018,September,Average PO4 (ppm),Site 05,0.033333333
2018,August,Average PO4 (ppm),Site 05,0.066666667
2018,July,Average PO4 (ppm),Site 05,0.103333333
2018,June,Average PO4 (ppm),Site 05,0.023333333
2018,April,Average PO4 (ppm),Site 05,0
2018,February,Average PO4 (ppm),Site 05,0.01
2018,December,Average PO4 (ppm),Site 04,0.013333333
2018,November,Average PO4 (ppm),Site 04,0.133333333
2018,October,Average PO4 (ppm),Site 04,0.323333333
2018,September,Average PO4 (ppm),Site 04,0.196666667
2018,August,Average PO4 (ppm),Site 04,0.173333333
2018,July,Average PO4 (ppm),Site 04,0.123333333
2018,June,Average PO4 (ppm),Site 04,0.026666667
2018,May,Average PO4 (ppm),Site 04,0.04
2018,April,Average PO4 (ppm),Site 04,0.103333333
2018,March,Average PO4 (ppm),Site 04,0.046666667
2018,February,Average PO4 (ppm),Site 04,0.026666667
2018,January,Average PO4 (ppm),Site 04,0.006666667
2018,December,Average PO4 (ppm),Site 03,0.01
2018,November,Average PO4 (ppm),Site 03,0.03
2018,October,Average PO4 (ppm),Site 03,0.116666667
2018,September,Average PO4 (ppm),Site 03,0.02
2018,August,Average PO4 (ppm),Site 03,0.096666667
2018,July,Average PO4 (ppm),Site 03,0.103333333
2018,June,Average PO4 (ppm),Site 03,0.013333333
2018,May,Average PO4 (ppm),Site 03,0.003333333
2018,April,Average PO4 (ppm),Site 03,0.01
2018,February,Average PO4 (ppm),Site 03,0.026666667
2018,January,Average PO4 (ppm),Site 03,0.003333333
2018,December,Average PO4 (ppm),Site 02,0.003333333
2018,November,Average PO4 (ppm),Site 02,0.016666667
2018,October,Average PO4 (ppm),Site 02,0.043333333
2018,September,Average PO4 (ppm),Site 02,0.01
2018,August,Average PO4 (ppm),Site 02,0.02
2018,July,Average PO4 (ppm),Site 02,0.043333333
2018,June,Average PO4 (ppm),Site 02,0.07
2018,April,Average PO4 (ppm),Site 02,0.013333333
2018,November,Average PO4 (ppm),Site 01,0.03
2018,October,Average PO4 (ppm),Site 01,0.016666667
2018,September,Average PO4 (ppm),Site 01,0.02
2018,August,Average PO4 (ppm),Site 01,0.023333333
2018,July,Average PO4 (ppm),Site 01,0.053333333
2018,June,Average PO4 (ppm),Site 01,0.016666667
2018,November,Average PO4 (ppm),Oregon Creek: Reference Site,0.056666667
2018,June,Average PO4 (ppm),Oregon Creek: Reference Site,0.063333333
2018,October,Average PO4 (ppm),Dry Creek Reference Site,0.146666667
2018,June,Average PO4 (ppm),Dry Creek Reference Site,0.023333333
2018,December,Average Turbidity (NTU),Site 18 LWW Weir,2.81
2018,November,Average Turbidity (NTU),Site 18 LWW Weir,0.773333333
2018,September,Average Turbidity (NTU),Site 18 LWW Weir,1.15
2018,August,Average Turbidity (NTU),Site 18 LWW Weir,0.753333333
2018,July,Average Turbidity (NTU),Site 18 LWW Weir,0.67
2018,May,Average Turbidity (NTU),Site 18 LWW Weir,0.75
2018,March,Average Turbidity (NTU),Site 18 LWW Weir,12.18666667
2018,February,Average Turbidity (NTU),Site 18 LWW Weir,2.136666667
2018,January,Average Turbidity (NTU),Site 18 LWW Weir,2.553333333
2018,December,Average Turbidity (NTU),Site 17,2.353333333
2018,November,Average Turbidity (NTU),Site 17,0.763333333
2018,October,Average Turbidity (NTU),Site 17,0.94
2018,September,Average Turbidity (NTU),Site 17,1.16
2018,August,Average Turbidity (NTU),Site 17,1.11
2018,July,Average Turbidity (NTU),Site 17,1.71
2018,June,Average Turbidity (NTU),Site 17,2.73
2018,May,Average Turbidity (NTU),Site 17,2.583333333
2018,April,Average Turbidity (NTU),Site 17,3.643333333
2018,March,Average Turbidity (NTU),Site 17,14.76666667
2018,February,Average Turbidity (NTU),Site 17,2.24
2018,January,Average Turbidity (NTU),Site 17,3.136666667
2018,December,Average Turbidity (NTU),Site 16,0.12
2018,November,Average Turbidity (NTU),Site 16,0.146666667
2018,October,Average Turbidity (NTU),Site 16,0.496666667
2018,September,Average Turbidity (NTU),Site 16,0.24
2018,August,Average Turbidity (NTU),Site 16,0.43
2018,July,Average Turbidity (NTU),Site 16,0.586666667
2018,June,Average Turbidity (NTU),Site 16,0.9
2018,February,Average Turbidity (NTU),Site 16,0.453333333
2018,December,Average Turbidity (NTU),Site 15,0.346666667
2018,November,Average Turbidity (NTU),Site 15,0.336666667
2018,October,Average Turbidity (NTU),Site 15,1.14
2018,September,Average Turbidity (NTU),Site 15,0.796666667
2018,August,Average Turbidity (NTU),Site 15,0.84
2018,July,Average Turbidity (NTU),Site 15,0.863333333
2018,June,Average Turbidity (NTU),Site 15,0.92
2018,April,Average Turbidity (NTU),Site 15,10.29333333
2018,February,Average Turbidity (NTU),Site 15,0.596666667
2018,February,Average Turbidity (NTU),Site 14,2.026666667
2018,December,Average Turbidity (NTU),Site 13,0.616666667
2018,November,Average Turbidity (NTU),Site 13,0.14
2018,October,Average Turbidity (NTU),Site 13,0.61
2018,September,Average Turbidity (NTU),Site 13,0.26
2018,August,Average Turbidity (NTU),Site 13,0.383333333
2018,July,Average Turbidity (NTU),Site 13,0.583333333
2018,June,Average Turbidity (NTU),Site 13,0.893333333
2018,May,Average Turbidity (NTU),Site 13,1.076666667
2018,April,Average Turbidity (NTU),Site 13,1.34
2018,March,Average Turbidity (NTU),Site 13,8.363333333
2018,February,Average Turbidity (NTU),Site 13,1.05
2018,January,Average Turbidity (NTU),Site 13,1.616666667
2018,December,Average Turbidity (NTU),Site 12,0.606666667
2018,November,Average Turbidity (NTU),Site 12,0.223333333
2018,October,Average Turbidity (NTU),Site 12,0.65
2018,September,Average Turbidity (NTU),Site 12,0.29
2018,August,Average Turbidity (NTU),Site 12,0.676666667
2018,July,Average Turbidity (NTU),Site 12,0.556666667
2018,June,Average Turbidity (NTU),Site 12,0.99
2018,May,Average Turbidity (NTU),Site 12,0.95
2018,April,Average Turbidity (NTU),Site 12,2.223333333
2018,March,Average Turbidity (NTU),Site 12,8.08
2018,February,Average Turbidity (NTU),Site 12,0.956666667
2018,January,Average Turbidity (NTU),Site 12,1.526666667
2018,December,Average Turbidity (NTU),Site 11,0.793333333
2018,November,Average Turbidity (NTU),Site 11,0.98
2018,October,Average Turbidity (NTU),Site 11,0.823333333
2018,September,Average Turbidity (NTU),Site 11,0.786666667
2018,August,Average Turbidity (NTU),Site 11,1.283333333
2018,July,Average Turbidity (NTU),Site 11,0.66
2018,June,Average Turbidity (NTU),Site 11,2.093333333
2018,May,Average Turbidity (NTU),Site 11,1.063333333
2018,April,Average Turbidity (NTU),Site 11,1.663333333
2018,March,Average Turbidity (NTU),Site 11,9.976666667
2018,February,Average Turbidity (NTU),Site 11,0.993333333
2018,January,Average Turbidity (NTU),Site 11,1.806666667
2018,December,Average Turbidity (NTU),Site 10,0.753333333
2018,November,Average Turbidity (NTU),Site 10,0.43
2018,September,Average Turbidity (NTU),Site 10,0.646666667
2018,August,Average Turbidity (NTU),Site 10,0.59
2018,July,Average Turbidity (NTU),Site 10,0.6
2018,June,Average Turbidity (NTU),Site 10,0.45
2018,April,Average Turbidity (NTU),Site 10,8.226666667
2018,March,Average Turbidity (NTU),Site 10,20.3
2018,February,Average Turbidity (NTU),Site 10,2.026666667
2018,December,Average Turbidity (NTU),Site 09,0.72
2018,November,Average Turbidity (NTU),Site 09,0.103333333
2018,October,Average Turbidity (NTU),Site 09,0.826666667
2018,September,Average Turbidity (NTU),Site 09,0.293333333
2018,August,Average Turbidity (NTU),Site 09,0.31
2018,July,Average Turbidity (NTU),Site 09,0.396666667
2018,June,Average Turbidity (NTU),Site 09,0.436666667
2018,April,Average Turbidity (NTU),Site 09,9.923333333
2018,February,Average Turbidity (NTU),Site 09,1.81
2018,December,Average Turbidity (NTU),Site 08,0.76
2018,November,Average Turbidity (NTU),Site 08,0.293333333
2018,October,Average Turbidity (NTU),Site 08,0.543333333
2018,September,Average Turbidity (NTU),Site 08,0.366666667
2018,August,Average Turbidity (NTU),Site 08,0.356666667
2018,July,Average Turbidity (NTU),Site 08,0.36
2018,June,Average Turbidity (NTU),Site 08,2.143333334
2018,April,Average Turbidity (NTU),Site 08,16.7
2018,February,Average Turbidity (NTU),Site 08,2.156666667
2018,December,Average Turbidity (NTU),Site 07,1.836666667
2018,November,Average Turbidity (NTU),Site 07,0.576666667
2018,September,Average Turbidity (NTU),Site 07,0.166666667
2018,August,Average Turbidity (NTU),Site 07,0.336666667
2018,July,Average Turbidity (NTU),Site 07,0.716666667
2018,June,Average Turbidity (NTU),Site 07,0.396666667
2018,May,Average Turbidity (NTU),Site 07,0.083333333
2018,April,Average Turbidity (NTU),Site 07,7.65
2018,March,Average Turbidity (NTU),Site 07,16.26666667
2018,February,Average Turbidity (NTU),Site 07,2.8
2018,January,Average Turbidity (NTU),Site 07,2.23
2018,December,Average Turbidity (NTU),Site 06,0.25
2018,November,Average Turbidity (NTU),Site 06,0.133333333
2018,September,Average Turbidity (NTU),Site 06,0.226666667
2018,August,Average Turbidity (NTU),Site 06,0.116666667
2018,July,Average Turbidity (NTU),Site 06,0.366666667
2018,June,Average Turbidity (NTU),Site 06,0.773333333
2018,April,Average Turbidity (NTU),Site 06,3.693333333
2018,February,Average Turbidity (NTU),Site 06,0.98
2018,December,Average Turbidity (NTU),Site 05,1.136666667
2018,November,Average Turbidity (NTU),Site 05,0.203333333
2018,October,Average Turbidity (NTU),Site 05,0.583333333
2018,September,Average Turbidity (NTU),Site 05,0.486666667
2018,August,Average Turbidity (NTU),Site 05,0.386666667
2018,July,Average Turbidity (NTU),Site 05,0.543333333
2018,June,Average Turbidity (NTU),Site 05,0.543333333
2018,April,Average Turbidity (NTU),Site 05,4.29
2018,February,Average Turbidity (NTU),Site 05,1.416666667
2018,December,Average Turbidity (NTU),Site 04,0.253333333
2018,November,Average Turbidity (NTU),Site 04,0.37
2018,October,Average Turbidity (NTU),Site 04,0.366666667
2018,September,Average Turbidity (NTU),Site 04,0.396666667
2018,August,Average Turbidity (NTU),Site 04,0.313333333
2018,July,Average Turbidity (NTU),Site 04,0.486666667
2018,June,Average Turbidity (NTU),Site 04,0.683333333
2018,May,Average Turbidity (NTU),Site 04,0.846666667
2018,April,Average Turbidity (NTU),Site 04,2.376666667
2018,March,Average Turbidity (NTU),Site 04,6.886666667
2018,February,Average Turbidity (NTU),Site 04,0.98
2018,January,Average Turbidity (NTU),Site 04,1.303333333
2018,December,Average Turbidity (NTU),Site 03,0.146666667
2018,November,Average Turbidity (NTU),Site 03,0.47
2018,October,Average Turbidity (NTU),Site 03,0.39
2018,September,Average Turbidity (NTU),Site 03,0.406666667
2018,August,Average Turbidity (NTU),Site 03,0.376666667
2018,July,Average Turbidity (NTU),Site 03,0.26
2018,June,Average Turbidity (NTU),Site 03,0.593333333
2018,May,Average Turbidity (NTU),Site 03,1.083333333
2018,April,Average Turbidity (NTU),Site 03,1.92
2018,February,Average Turbidity (NTU),Site 03,0.893333333
2018,January,Average Turbidity (NTU),Site 03,1.42
2018,December,Average Turbidity (NTU),Site 02,1.496666667
2018,November,Average Turbidity (NTU),Site 02,0.296666667
